Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.443e6 .
The synthetic times include Normally sampled noise with zero mean and 30 second standard deviation.
#body	ntrans	tt	sigtt
2.0	37.0	132.97248290106654	0.00034722222222222224
2.0	38.0	136.52313635172322	0.00034722222222222224
2.0	39.0	140.07424810901284	0.00034722222222222224
2.0	40.0	143.6244380096905	0.00034722222222222224
2.0	41.0	147.1755918082781	0.00034722222222222224
2.0	42.0	150.72592687839642	0.00034722222222222224
2.0	43.0	154.27638418134302	0.00034722222222222224
2.0	44.0	157.82774345437065	0.00034722222222222224
2.0	45.0	161.37812813278288	0.00034722222222222224
2.0	46.0	164.92904763156548	0.00034722222222222224
2.0	47.0	168.48041519988328	0.00034722222222222224
2.0	48.0	172.03047645604238	0.00034722222222222224
2.0	49.0	175.5815215902403	0.00034722222222222224
2.0	50.0	179.13242268329486	0.00034722222222222224
2.0	51.0	182.68264782009646	0.00034722222222222224
2.0	52.0	186.23307331185788	0.00034722222222222224
2.0	53.0	189.7842123550363	0.00034722222222222224
2.0	54.0	193.33437050133944	0.00034722222222222224
2.0	55.0	196.88541113352403	0.00034722222222222224
2.0	56.0	200.43610031157732	0.00034722222222222224
2.0	57.0	203.98761161603034	0.00034722222222222224
2.0	58.0	207.53748308541253	0.00034722222222222224
2.0	59.0	211.08812202094123	0.00034722222222222224
2.0	60.0	214.63935774052516	0.00034722222222222224
2.0	61.0	218.19015435688198	0.00034722222222222224
2.0	62.0	221.74041959783062	0.00034722222222222224
2.0	63.0	225.29098395537585	0.00034722222222222224
2.0	64.0	228.8427243391052	0.00034722222222222224
2.0	65.0	232.39291037013754	0.00034722222222222224
2.0	66.0	235.9436284834519	0.00034722222222222224
2.0	67.0	239.494300970342	0.00034722222222222224
2.0	68.0	243.04459622409195	0.00034722222222222224
2.0	69.0	246.59630932705477	0.00034722222222222224
2.0	70.0	250.1466627297923	0.00034722222222222224
2.0	71.0	253.6975482609123	0.00034722222222222224
2.0	72.0	257.24849048722535	0.00034722222222222224
2.0	73.0	260.79920896841213	0.00034722222222222224
2.0	74.0	264.350571107585	0.00034722222222222224
2.0	75.0	267.9016045355238	0.00034722222222222224
2.0	76.0	271.4528028713539	0.00034722222222222224
2.0	77.0	275.00317577505484	0.00034722222222222224
2.0	78.0	278.55415894137695	0.00034722222222222224
2.0	79.0	282.1050563524477	0.00034722222222222224
2.0	80.0	285.65559141431004	0.00034722222222222224
2.0	81.0	289.2072972143069	0.00034722222222222224
2.0	82.0	292.7579351537861	0.00034722222222222224
2.0	83.0	296.3100977074355	0.00034722222222222224
2.0	84.0	299.8605719143525	0.00034722222222222224
2.0	85.0	303.41164799267426	0.00034722222222222224
2.0	86.0	306.9629383026622	0.00034722222222222224
2.0	87.0	310.51402848772705	0.00034722222222222224
2.0	88.0	314.0660003423691	0.00034722222222222224
2.0	89.0	317.6162933628075	0.00034722222222222224
2.0	90.0	321.1672142180614	0.00034722222222222224
2.0	91.0	324.7188234687783	0.00034722222222222224
2.0	92.0	328.27058303076774	0.00034722222222222224
2.0	93.0	331.8213104652241	0.00034722222222222224
2.0	94.0	335.37260624952614	0.00034722222222222224
2.0	95.0	338.92369283596054	0.00034722222222222224
